date,open,high,low,close,volume,target,sma_7,sma_30,volatility,momentum_3d
2023-11-06,35011.89,35276.33,34725.9,35046.09,22346.47086,1,34977.08714285714,31278.548333333332,0.01572123070191299,0.009485614737311465
2023-11-07,35046.09,35888.0,34523.06,35399.12,38688.73692,1,35085.56571428571,31527.950666666664,0.0389469980816691,0.009612952116061724
2023-11-08,35399.13,36106.0,35100.0,35624.72,33401.34137,1,35114.607142857145,31795.770666666667,0.028418777523628407,0.017503773005048684
2023-11-09,35624.72,37972.24,35534.05,36701.09,82537.88885,1,35365.96428571428,32106.136333333332,0.0684409589745546,0.04722352764602267
2023-11-10,36701.1,37526.0,36324.71,37301.63,43414.04898,0,35735.22857142857,32453.673333333336,0.03273171648806169,0.053744556361852824
2023-11-11,37301.63,37408.26,36666.93,37130.0,22984.97235,0,36030.64714285714,32799.352333333336,0.019873930442181796,0.04225380578429805
2023-11-12,37129.99,37222.22,36731.1,37064.13,17687.18874,0,36323.82571428571,33139.42333333333,0.013227043691635862,0.009891804303360008
2023-11-13,37064.13,37417.99,36333.0,36462.93,32798.18252,0,36526.23142857143,33459.77166666666,0.02927331627641059,-0.022484272135024574
2023-11-14,36462.93,36744.0,34800.0,35551.19,45503.68416,1,36547.955714285716,33739.673,0.05331442097494633,-0.04252114193374623
2023-11-15,35551.2,37980.0,35360.0,37858.2,53569.13385,0,36867.02428571428,34051.587,0.07369652782465852,0.021424217970312576
2023-11-16,37858.2,37929.54,35500.0,36163.51,47490.39566,1,36790.22714285715,34310.507,0.06417473625264807,-0.008211627535143151
2023-11-17,36163.51,36800.0,35861.1,36613.92,38283.61112,0,36691.98285714286,34586.971,0.025962634711066527,0.029892951543956547
2023-11-18,36613.91,36845.49,36178.58,36568.1,17102.24186,1,36611.71142857143,34848.784,0.018214662132506367,-0.03407716161888308
2023-11-19,36568.11,37500.0,36384.02,37359.86,21246.34648,1,36653.95857142857,35105.14466666667,0.03051784738122925,0.03308168924974364
2023-11-20,37359.85,37750.0,36677.0,37448.78,36022.70291,0,36794.794285714284,35356.443999999996,0.028720672058372827,0.022801710387743368
2023-11-21,37448.79,37649.44,35735.0,35741.65,47646.54804,1,36822.00285714286,35548.083666666666,0.051121544915069414,-0.022600299167853888
2023-11-22,35741.65,37861.1,35632.01,37408.34,45051.30697,0,36757.73714285714,35692.69533333333,0.06236673460794329,0.0012976494023262397
2023-11-23,37408.35,37653.44,36870.0,37294.28,23827.92882,1,36919.275714285715,35805.08033333333,0.020942917824496466,-0.004125635067417366
2023-11-24,37294.27,38414.0,37251.51,37713.57,44680.80646,1,37076.36857142857,35912.331,0.031170740170004617,0.05517148760619617
2023-11-25,37713.57,37888.0,37591.1,37780.67,11396.14464,0,37249.59285714286,36033.297999999995,0.007872497883387902,0.009953128099241981
